Rk,Player,Tm,2018-19,2019-20,2020-21,2021-22,2022-23,2023-24,Signed Using,Guaranteed
463,Hamidou Diallo\diallha01,OKC,"$838,464 ","$1,416,852 ","$1,663,861 ",,,,MLE,"$2,255,316 "
464,Keita Bates-Diop\bateske01,MIN,"$838,464 ","$1,416,852 ","$1,663,861 ",,,,MLE,"$2,255,316 "
465,Jevon Carter\carteje01,MEM,"$838,464 ","$1,416,852 ",,,,,MInimum Salary,"$2,255,316 "
466,Bruce Brown\brownbr01,DET,"$838,464 ","$1,416,852 ","$1,663,861 ",,,,MLE,"$2,255,316 "
467,Jarred Vanderbilt\vandeja01,DEN,"$838,464 ","$1,663,861 ","$1,416,852 ",,,,MLE,"$2,255,316 "
468,Khyri Thomas\thomakh01,DET,"$838,464 ","$838,464 ","$1,663,861 ",,,,MLE,"$1,676,928 "
469,Chimezie Metu\metuch01,SAS,"$838,464 ",,,,,,MLE,"$838,464 "
470,Isaiah Briscoe\briscis01,ORL,"$838,464 ",,,,,,,"$838,464 "
471,Kenrich Williams\willike04,NOP,"$838,464 ","$1,416,852 ",,,,,Minimum Salary,"$838,464 "
472,Alize Johnson\johnsal02,IND,"$838,464 ","$1,416,852 ",,,,,Minimum Salary,"$838,464 "
473,Isaiah Hartenstein\harteis01,HOU,"$838,464 ","$1,416,852 ","$1,663,861 ",,,,MLE,"$838,464 "
474,Ray Spalding\spaldra01,DAL,"$838,464 ",,,,,,,"$838,464 "
475,Ryan Broekhoff\broekry01,DAL,"$838,464 ","$1,443,842 ",,,,,,"$838,464 "
476,Brad Wanamaker\wanambr01,BOS,"$838,464 ",,,,,,Minimum Salary,"$838,464 "
477,Martell Webster\webstma02,WAS,"$833,333 ",,,,,,,"$833,333 "
478,Lorenzo Brown\brownlo01,TOR,"$800,000 ",,,,,,,"$800,000 "
479,Patrick McCaw\mccawpa01,TOR,"$786,000 ",,,,,,,"$786,000 "
480,Wesley Matthews\matthwe02,IND,"$737,715 ",,,,,,,"$737,715 "
481,Jeremy Lin\linje01,TOR,"$697,000 ",,,,,,,"$697,000 "
482,Cole Aldrich\aldrico01,MIN,"$685,341 ","$685,340 ","$685,340 ",,,,,"$2,056,021 "
483,James Nunnally\nunnaja01,MIN,"$655,632 ",,,,,,,"$655,632 "
484,Enes Kanter\kanteen01,POR,"$653,556 ",,,,,,,"$653,556 "
485,Carlos Delfino\delfica01,LAC,"$650,000 ",,,,,,,"$650,000 "
486,Markieff Morris\morrima02,OKC,"$573,295 ",,,,,,Cap Space,"$573,295 "
487,Nik Stauskas\stausni01,CLE,"$540,472 ",,,,,,,"$540,472 "
488,Pau Gasol\gasolpa01,MIL,"$527,467 ",,,,,,,"$527,467 "
489,Caron Butler\butleca01,SAC,"$517,219 ",,,,,,,"$517,219 "
490,Zhou Qi\qizh01,HOU,"$506,134 ",,,,,,,"$506,134 "
491,Bruno Caboclo\cabocbr01,MEM,"$487,000 ","$1,845,301 ",,,,,,"$670,211 "
492,Dakari Johnson\johnsda04,MEM,"$459,414 ","$459,414 ","$459,414 ",,,,,"$1,378,242 "
493,Chris Boucher\bouchch01,TOR,"$457,418 ","$1,588,231 ",,,,,,"$457,418 "
494,Malcolm Miller\millema01,TOR,"$457,418 ","$1,588,231 ",,,,,,"$457,418 "
495,Isaiah Canaan\canaais01,PHO,"$456,733 ",,,,,,,"$456,733 "
496,Edmond Sumner\sumneed01,IND,"$449,794 ","$1,588,231 ",,,,,Two-Way Contract,"$449,794 "
497,A.J. Hammons\hammoaj01,MIA,"$350,088 ","$350,087 ","$350,087 ",,,,,"$1,050,262 "
498,Henry Ellenson\ellenhe01,NYK,"$341,831 ","$1,645,357 ",,,,,,"$427,289 "
499,Festus Ezeli\ezelife01,POR,"$333,333 ","$333,333 ",,,,,,"$666,666 "
500,C.J. Watson\watsocj01,ORL,"$333,333 ","$333,333 ",,,,,,"$666,666 "
501,Patrick McCaw\mccawpa01,CLE,"$323,529 ",,,,,,,"$323,529 "
502,Nick Young\youngni01,DEN,"$311,070 ",,,,,,,"$311,070 "
503,Corey Brewer\breweco01,SAC,"$270,496 ",,,,,,,"$2,270,496 "
504,Corey Brewer\breweco01,PHI,"$270,496 ",,,,,,,"$270,496 "
505,Okaro White\whiteok01,WAS,"$264,919 ",,,,,,,"$264,919 "
506,Miroslav Raduljica\radulmi01,LAC,"$252,043 ",,,,,,,"$252,043 "
507,Eric Moreland\moreler01,PHO,"$239,035 ",,,,,,,"$239,035 "
508,Jaylen Adams\adamsja01,ATL,"$236,854 ","$1,416,852 ",,,,,,"$236,854 "
509,Quincy Acy\acyqu01,PHO,"$213,949 ",,,,,,,"$213,949 "
510,Tim Frazier\fraziti01,MIL,"$205,098 ",,,,,,,"$205,098 "
511,Andrew Harrison\harrian01,MEM,"$200,000 ",,,,,,,"$200,000 "
512,Jimmer Fredette\fredeji01,PHO,"$198,580 ","$1,416,852 ",,,,,,"$198,580 "
513,Michael Carter-Williams\cartemi01,ORL,"$198,580 ",,,,,,,"$198,580 "
514,Isaiah Canaan\canaais01,MIN,"$198,580 ",,,,,,,"$198,580 "
515,Terrence Jones\joneste01,HOU,"$198,580 ",,,,,,,"$198,580 "
516,Jodie Meeks\meeksjo01,TOR,"$196,724 ",,,,,,,"$319,677 "
517,Dairis Bertans\bertada02,NOP,"$194,220 ","$1,416,852 ",,,,,,"$194,220 "
518,Ray Spalding\spaldra01,PHO,"$184,746 ","$1,416,852 ",,,,,,"$232,117 "
519,Bruno Caboclo\cabocbr01,MEM,"$183,211 ",,,,,,,"$670,211 "
520,Cameron Payne\payneca01,CLE,"$177,063 ",,,,,,,"$177,063 "
521,Deyonta Davis\davisde01,ATL,"$170,916 ",,,,,,,"$170,916 "
522,Ron Baker\bakerro01,WAS,"$170,915 ",,,,,,,"$170,915 "
523,Jamaal Franklin\frankja01,MEM,"$163,296 ",,,,,,,"$163,296 "
524,Ben Moore\moorebe01,IND,"$160,096 ",,,,,,,"$160,096 "
525,Jodie Meeks\meeksjo01,TOR,"$122,953 ",,,,,,,"$319,677 "
526,Troy Williams\willitr02,HOU,"$122,741 ","$122,741 ","$122,741 ","$122,741 ","$122,741 ",,,"$613,705 "
527,Greg Monroe\monrogr01,BOS,"$122,344 ",,,,,,,"$122,344 "
528,Cameron Reynolds\reynoca01,MIN,"$108,953 ",,,,,,,"$203,695 "
529,Tyler Zeller\zellety01,ATL,"$106,974 ",,,,,,,"$106,974 "
530,John Jenkins\jenkijo01,NYK,"$99,290 ",,,,,,,"$198,580 "
531,John Jenkins\jenkijo01,NYK,"$99,290 ",,,,,,,"$198,580 "
532,John Jenkins\jenkijo01,WAS,"$99,290 ",,,,,,,"$99,290 "
533,Isaiah Canaan\canaais01,MIL,"$99,290 ",,,,,,,"$99,290 "
534,Cameron Reynolds\reynoca01,MIN,"$94,742 ",,,,,,,"$203,695 "
535,Justin Bibbs\bibbsju01,LAC,"$94,742 ",,,,,,,"$94,742 "
536,Mitch Creek\creekmi01,BRK,"$94,742 ",,,,,,,"$94,742 "
537,B.J. Johnson\johnsbj01,ATL,"$94,742 ",,,,,,,"$94,742 "
538,Demetrius Jackson\jacksde01,BOS,"$92,857 ","$92,857 ","$92,857 ","$92,857 ","$92,857 ","$92,857 ",,"$557,142 "
539,Chris Chiozza\chiozch01,HOU,"$90,005 ",,,,,,,"$137,376 "
540,Eric Moreland\moreler01,TOR,"$88,531 ",,,,,,,"$88,531 "
541,JaKarr Sampson\sampsja02,CHI,"$88,531 ",,,,,,,"$88,531 "
542,Henry Ellenson\ellenhe01,NYK,"$85,458 ",,,,,,,"$427,289 "
543,Gary Payton\paytoga02,WAS,"$85,458 ",,,,,,,"$85,458 "
544,Scotty Hopson\hopsosc01,OKC,"$85,458 ",,,,,,,"$85,458 "
545,Charles Cooke\cookech01,MIA,"$76,236 ",,,,,,,"$76,236 "
546,Andre Ingram\ingraan01,LAL,"$76,236 ",,,,,,,"$76,236 "
547,Kobi Simmons\simmoko01,CLE,"$76,236 ",,,,,,,"$76,236 "
548,Donatas Motiejunas\motiedo01,SAS,"$59,820 ",,,,,,,"$59,820 "
549,Shaquille Harrison\harrish01,PHO,"$50,000 ",,,,,,,"$50,000 "
550,Garlon Green\greenga02,NOP,"$50,000 ",,,,,,,"$50,000 "
551,Ray Spalding\spaldra01,PHO,"$47,371 ",,,,,,,"$232,117 "
552,Chris Chiozza\chiozch01,HOU,"$47,371 ",,,,,,,"$137,376 "
553,Cody Demps\dempsco01,SAC,"$47,371 ",,,,,,,"$47,371 "
554,B.J. Johnson\johnsbj01,SAC,"$47,371 ",,,,,,,"$47,371 "
555,Emanuel Terry\terryem01,PHO,"$47,371 ",,,,,,,"$47,371 "
556,Richard Solomon\solomri01,OKC,"$47,371 ",,,,,,,"$47,371 "
557,Mitch Creek\creekmi01,MIN,"$47,371 ",,,,,,,"$47,371 "
558,Emanuel Terry\terryem01,MIA,"$47,371 ",,,,,,,"$47,371 "
559,Dusty Hannahs\hannadu01,MEM,"$47,371 ",,,,,,,"$47,371 "
560,Scott Machado\machasc01,LAL,"$47,371 ",,,,,,,"$47,371 "
561,Stephan Hicks\hicksst01,IND,"$47,371 ",,,,,,,"$47,371 "
562,Tahjere McCall\mccalta01,BRK,"$47,371 ",,,,,,,"$47,371 "
563,Jordan Sibert\siberjo01,ATL,"$47,371 ",,,,,,,"$47,371 "
564,Isaac Humphries\humphis01,ATL,"$47,371 ",,,,,,,"$47,371 "
565,Emanuel Terry\terryem01,DEN,"$35,000 ",,,,,,,"$35,000 "
566,Troy Williams\willitr02,NOP,"$34,183 ",,,,,,,"$34,183 "
567,Terry Larrier\larrite01,DAL,"$6,000 ",,,,,,,"$6,000 "
568,Ding Yanyuhang\yanyudi01,DAL,"$4,737 ",,,,,,,"$4,737 "
